"/* Jun Da: Modern Chinese Character Frequency List */",,,,,
"/* 笪骏现代汉语单字频率列表 */",,,,,
"/* http://lingua.mtsu.edu */",,,,,
"/* 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。 */",,,,,
"/* 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html */",,,,,
"序列号","汉字","频率","累计频率(%)","拼音","英文翻译"
7145,"鰁",10,100,"quan2",
7146,"鱤",10,100,"gan3",
7147,"郕",9,100,"cheng2",
7148,"镴",9,100,"la4",
7149,"韻",9,100,"yun4",
7150,"鮄",9,100,"fu2",
7151,"鲙",9,100,"kuai4",
7152,"鳁",9,100,"wen1",
7153,"齁",9,100,"ku4",
7154,"舖",9,100,"pu4",
7155,"膹",9,100,"fen4",
7156,"袣",9,100,"yi4",
7157,"謿",9,100,"zhao1",
7158,"陧",9,100,"nie4","dangerous"
7159,"坜",9,100,"li4",
7160,"坫",9,100,"dian4","stand for goblets"
7161,"甍",9,100,"meng2","rafters supporting tiles"
7162,"绠",9,100,"geng3","rope/well-rope"
7163,"恝",9,100,"jia2","indifferent"
7164,"飗",9,100,"liu2",
7165,"镙",9,100,"luo2",
7166,"镱",9,100,"yi4","ytterbium"
7167,"騾",9,100,"luo2",
7168,"魋",9,100,"tui2",
7169,"硱",9,100,"kun3",
7170,"祫",9,100,"xia2",
7171,"筍",9,100,"sun3",
7172,"箖",9,100,"lin2",
7173,"袧",9,100,"gou1",
7174,"迯",9,100,"tao2",
7175,"郙",9,100,"fu3",
7176,"酖",9,100,"dan1",
7177,"遘",9,100,"gou4","meet unexpectedly"
7178,"阘",9,100,"ta4",
7179,"眭",9,100,"sui1","evil look of deep-set eyes"
7180,"餗",9,100,"su4",
7181,"耖",9,100,"chao4",
7182,"鯒",9,100,"yong3",
7183,"邶",9,100,"bei4","name of a feudal state"
7184,"絼",9,100,"zhen4",
7185,"颥",9,100,"ru2",
7186,"篚",9,100,"fei3","round covered basket"
7187,"鳘",9,100,"min3",
7188,"",9,100,,
7189,"虒",9,100,"ti2",
7190,"裈",9,100,"kun1",
7191,"遆",9,100,"ti2",
7192,"麑",9,100,"ni2",
7193,"粚",9,100,"li2",
7194,"託",9,100,"tuo1",
7195,"鄚",9,100,"mao4",
7196,"軌",9,100,"gui3",
7197,"饋",9,100,"kui4",
7198,"銳",9,100,"rui4",
7199,"粌",9,100,"yin2",
7200,"紙",9,100,"zhi3",
7201,"職",9,100,"zhi2",
7202,"臏",9,100,"bin4",
7203,"莖",9,100,"jing1",
7204,"葌",9,100,"jian1",
7205,"豬",9,100,"zhu1",
7206,"貏",9,100,"bi3",
7207,"違",9,100,"wei2",
7208,"鄉",9,100,"xiang1",
7209,"闅",9,100,"wen2",
7210,"闊",9,100,"kuo4",
7211,"頂",9,100,"ding3",
7212,"飢",9,100,"ji1",
7213,"驅",9,100,"qu1",
7214,"魚",9,100,"yu2",
7215,"鳉",9,100,"jiang1",
7216,"鴱",9,100,"ai4",
7217,"鶎",9,100,"zun1",
7218,"黴",9,100,"mei2",
7219,"祼",9,100,"guan4",
7220,"鬛",9,100,"lie4",
7221,"镈",9,100,"bo2",
7222,"瞓",9,100,"fen3",
7223,"罶",8,100,"liu3",
7224,"羑",8,100,"you3",
7225,"黉",8,100,"hong2",
7226,"霚",8,100,"wu4",
7227,"笹",8,100,"xiao3",
7228,"郐",8,100,"kuai4","(surname)/name of a feudal state"
7229,"溻",8,100,"ta1",
7230,"骯",8,100,"ang1",
7231,"礡",8,100,"bo2",
7232,"袉",8,100,"tuo2",
7233,"訚",8,100,"yin2",
7234,"谉",8,100,"shen3",
7235,"莛",8,100,"ting2","stalk of grass"
7236,"哕",8,100,"yue3",
7237,"滗",8,100,"bi4",
7238,"瀹",8,100,"yue4","cleanse/to boil"
7239,"鏰",8,100,"beng4",
7240,"稃",8,100,"fu1",
7241,"眰",8,100,"die4",
7242,"眳",8,100,"ming2",
7243,"矞",8,100,"yu4",
7244,"硚",8,100,"qiao2",
7245,"禋",8,100,"yin1",
7246,"翀",8,100,"chong1",
7247,"苾",8,100,"bi4",
7248,"襕",8,100,"lan2",
7249,"趥",8,100,"qiu1",
7250,"茺",8,100,"chong1",
7251,"軿",8,100,"peng1",
7252,"逌",8,100,"you1",
7253,"唪",8,100,"feng3","recite/chant"
7254,"庳",8,100,"bi4","low-built house"
7255,"殪",8,100,"yi4","exterminate"
7256,"隃",8,100,"yu2",
7257,"糈",8,100,"xu3","official pay/sacrificial rice"
7258,"鲄",8,100,"ge3",
7259,"龜",8,100,"gui1",
7260,"碕",8,100,"qi1",
7261,"鲣",8,100,"jian1","bonito"
7262,"綎",8,100,"ting1",
7263,"栝",8,100,"gua1","Juniperus chinensis/measuring-frame"
7264,"轵",8,100,"zhi3","end of axle outside of hub"
7265,"雔",8,100,"chou2",
7266,"頠",8,100,"wei3",
7267,"穈",8,100,"men2",
7268,"翃",8,100,"hong2",
7269,"膭",8,100,"gui1",
7270,"衒",8,100,"xuan4",
7271,"盇",8,100,"he2",
7272,"礦",8,100,"kuang4",
7273,"譢",8,100,"sui4",
7274,"鳰",8,100,"ru4",
7275,"遞",8,100,"di4",
7276,"鴫",8,100,"tian2",
7277,"笟",8,100,"gu1",
7278,"莾",8,100,"mang3",
7279,"蒼",8,100,"cang1",
7280,"蟬",8,100,"chan2",
7281,"袑",8,100,"shao4",
7282,"訒",8,100,"ren4",
7283,"講",8,100,"jiang3",
7284,"讝",8,100,"zhan2",
7285,"購",8,100,"gou4",
7286,"趕",8,100,"gan3",
7287,"鈧",8,100,"kang4",
7288,"鈩",8,100,"lu2",
7289,"閃",8,100,"shan3",
7290,"閷",8,100,"sha1",
7291,"頉",8,100,"yi2",
7292,"髤",8,100,"xiu1",
7293,"龤",8,100,"xie2",
7294,"薿",8,100,"ni3",
7295,"鱥",8,100,"gui4",
7296,"觝",8,100,"zhi3",
7297,"鮻",8,100,"suo1",
7298,"鳤",8,100,"guan3",
7299,"穉",7,100,"ti2",
7300,"觱",7,100,"bi4",
7301,"轘",7,100,"huan2",
7302,"鐓",7,100,"dui4",
7303,"筘",7,100,"kou4","(a measure of width of cloth)"
7304,"鲝",7,100,"zha3",
7305,"睏",7,100,"kun4",
7306,"蔸",7,100,"dou1",
7307,"镚",7,100,"beng4",
7308,"痦",7,100,"wu4","(flat) mole"
7309,"秵",7,100,"yin1",
7310,"臎",7,100,"cui4",
7311,"葴",7,100,"qian2",
7312,"蝟",7,100,"wei4",
7313,"訂",7,100,"ding4",
7314,"泖",7,100,"mao3","still water"
7315,"骟",7,100,"shan4","to geld"
7316,"锽",7,100,"huang2",
7317,"犋",7,100,"ju4",
7318,"眵",7,100,"chi1","gritty secretion in eyes"
7319,"耩",7,100,"jiang3","to plough/to sow"
7320,"筢",7,100,"pa2",
7321,"躔",7,100,"chan2","course of stars/follow precedent"
7322,"鬏",7,100,"jiu1",
7323,"黪",7,100,"can3","grey black"
7324,"",7,100,,
7325,"祔",7,100,"fu4",
7326,"箠",7,100,"chui2",
7327,"舲",7,100,"ling2",
7328,"蒷",7,100,"yun2",
7329,"蜺",7,100,"ni2",
7330,"襢",7,100,"tan3",
7331,"謺",7,100,"zhe2",
7332,"劐",7,100,"huo1",
7333,"貯",7,100,"zhu4",
7334,"搋",7,100,"chuai1",
7335,"醊",7,100,"zhui4",
7336,"廒",7,100,"ao2","granary"
7337,"洚",7,100,"jiang4","flood"
7338,"胲",7,100,"hai3","hydroxylamine"
7339,"韥",7,100,"du2",
7340,"饘",7,100,"zhan1",
7341,"馂",7,100,04-Jun,
7342,"筅",7,100,"xian3","bamboo brush for utensils"
7343,"鳆",7,100,"fu4","Haliotis gigantea/sea ear"
7344,"鲊",7,100,"zha3",
7345,"麗",7,100,"li4",
7346,"篸",7,100,"zan1",
7347,"腄",7,100,"hou2",
7348,"臑",7,100,"nao4",
7349,"诐",7,100,"bi4",
7350,"仳",7,100,"pi3","to part"
7351,"趩",7,100,"chi4",
7352,"篩",7,100,"shai1",
7353,"簾",7,100,"lian2",
7354,"絪",7,100,"yin1",
7355,"绹",7,100,"tao2",
7356,"膵",7,100,"cui4",
7357,"蕗",7,100,"lu4",
7358,"蝘",7,100,"yan3",
7359,"袠",7,100,"zhi4",
7360,"賸",7,100,"sheng4",
7361,"葙",7,100,"xiang1","Celosia argentea"
7362,"遊",7,100,"you2",
7363,"饑",7,100,"qi2",
7364,"驀",7,100,"mo4",
7365,"祪",7,100,"gui3",
7366,"禘",7,100,"di4",
7367,"臺",7,100,"tai2",
7368,"菍",7,100,"nie4",
7369,"髒",7,100,"zang1",
7370,"軸",7,100,"zhou2",
7371,"釘",7,100,"ding4",
7372,"頃",7,100,"qing3",
7373,"仉",7,100,"zhang3","mother/surname of Mencius"
7374,"氕",7,100,"pie1","protium"
7375,"矔",7,100,"guan4",
7376,"緒",7,100,"xu4",
7377,"脅",7,100,"xie2",
7378,"臒",7,100,"qu2",
7379,"苿",7,100,"wei4",
7380,"菢",7,100,"bao4",
7381,"蔂",7,100,"lei2",
7382,"藞",7,100,"la3",
7383,"袩",7,100,"zhe2",
7384,"貞",7,100,"zhen1",
7385,"賣",7,100,"mai4",
7386,"跍",7,100,"ku1",
7387,"跓",7,100,"zhu4",
7388,"蹤",7,100,"zong1",
7389,"軍",7,100,01-Jun,
7390,"邿",7,100,"shi1",
7391,"鄰",7,100,"lin2",
7392,"醿",7,100,"mi2",
7393,"鈨",7,100,"yuan2",
7394,"鋼",7,100,"gang1",
7395,"駵",7,100,"liu2",
7396,"駸",7,100,"qin1",
7397,"鰪",7,100,"e2",
7398,"鱾",7,100,"ji3",
7399,"",7,100,,
7400,"賨",7,100,"cong2",
7401,"艞",7,100,"yao4",
7402,"鹟",7,100,"weng1",
7403,"钁",7,100,"jue2",
7404,"鞓",7,100,"ting1",
7405,"鰉",7,100,"huang2",
7406,"監",6,100,"jian1",
7407,"穊",6,100,"ji4",
7408,"蕡",6,100,"fei4",
7409,"鑨",6,100,"long2",
7410,"楱",6,100,"cou4",
7411,"靹",6,100,"na4",
7412,"鷃",6,100,"yan4",
7413,"鼱",6,100,"jing1",
7414,"眫",6,100,"pan4",
7415,"艆",6,100,"lang2",
7416,"褯",6,100,"jie4",
7417,"剞",6,100,"ji1","curved wood graver"
7418,"蔟",6,100,"cu4","collect/frame for silk worm/nest"
7419,"靿",6,100,"yao4",
7420,"飭",6,100,"chi4",
7421,"瘼",6,100,"mo4","distress/sickness"
7422,"酴",6,100,"tu2","yeast"
7423,"鼢",6,100,"fen2","(mole)"
7424,"睆",6,100,"huan3",
7425,"硁",6,100,"keng1",
7426,"秬",6,100,"ju4",
7427,"穪",6,100,"bie2",
7428,"筦",6,100,"guan3",
7429,"粡",6,100,"tong2",
7430,"粣",6,100,"ce4",
7431,"綖",6,100,"yan2",
7432,"裏",6,100,"li3",
7433,"刭",6,100,"jing3","cut the throat"
7434,"跼",6,100,"qu2",
7435,"蒇",6,100,"chan3","complete/prepare"
7436,"挢",6,100,"jiao3","correct"
7437,"邆",6,100,"teng2",
7438,"彡",6,100,"san1",
7439,"猃",6,100,"xian3","long-snout dog"
7440,"闉",6,100,"yin1",
7441,"阓",6,100,"hui4",
7442,"阛",6,100,"huan2",
7443,"靺",6,100,"wa4",
7444,"鞨",6,100,"he2",
7445,"铥",6,100,"diu1","thulium"
7446,"瘅",6,100,"dan1/dan4","(disease), to hate"
7447,"駰",6,100,"yin1",
7448,"騻",6,100,"shuang1",
7449,"箅",6,100,"bi4",
7450,"箢",6,100,"yuan1",
7451,"觖",6,100,"jue2","dissatisfied"
7452,"麆",6,100,"zhu4",
7453,"齮",6,100,"yi3",
7454,"糀",6,100,"hua1",
7455,"虯",6,100,"qiu2",
7456,"瘊",6,100,"hou2","wart"
7457,"絛",6,100,"tao1",
7458,"聴",6,100,"ting1",
7459,"蘭",6,100,"lan2",
7460,"讬",6,100,"tuo1",
7461,"揲",6,100,"she2/die2","sort out divining stalks"
7462,"镮",6,100,"huan2",
7463,"钷",6,100,"po3",
7464,"睪",6,100,"yi4",
7465,"砲",6,100,"pao4",
7466,"稅",6,100,"shui4",
7467,"翫",6,100,"wan4",
7468,"荅",6,100,"da2",
7469,"菉",6,100,"lu4",
7470,"袚",6,100,"bo1",
7471,"褋",6,100,"die2",
7472,"贠",6,100,"yuan2",
7473,"跡",6,100,"ji4",
7474,"踦",6,100,"ji1",
7475,"遯",6,100,"dun4",
7476,"鉅",6,100,"ju4",
7477,"鎌",6,100,"lian2",
7478,"靉",6,100,"ai4",
7479,"韲",6,100,"ji1",
7480,"餖",6,100,"dou4",
7481,"鶺",6,100,"ji2",
7482,"麕",6,100,01-Jun,
7483,"瞼",6,100,"jian3",
7484,"菵",6,100,"wang3",
7485,"蟭",6,100,"jiao1",
7486,"錏",6,100,"ya1",
7487,"踐",6,100,"jian4",
7488,"輾",6,100,"nian3",
7489,"銷",6,100,"xiao1",
7490,"閣",6,100,"ge2",
7491,"頁",6,100,"ye4",
7492,"驟",6,100,"zhou4",
7493,"碼",6,100,"ma3",
7494,"禎",6,100,"zhen1",
7495,"禦",6,100,"yu4",
7496,"稖",6,100,"bang4",
7497,"稟",6,100,"bing3",
7498,"竇",6,100,"dou4",
7499,"笇",6,100,"suan4",
7500,"篂",6,100,"xing1",
7501,"緛",6,100,"ruan3",
7502,"編",6,100,"bian1",
7503,"縿",6,100,"xian1",
7504,"舊",6,100,"jiu4",
7505,"蓴",6,100,"tuan2",
7506,"蕚",6,100,"e4",
7507,"蘆",6,100,"lu2",
7508,"蝿",6,100,"ying2",
7509,"袃",6,100,"chai4",
7510,"親",6,100,"qin1",
7511,"訴",6,100,"su4",
7512,"讕",6,100,"lan2",
7513,"讚",6,100,"zan4",
7514,"財",6,100,"cai2",
7515,"贏",6,100,"ying2",
7516,"軅",6,100,"yan4",
7517,"軓",6,100,"fan4",
7518,"釙",6,100,"po1",
7519,"鉄",6,100,"zhi2",
7520,"錆",6,100,"qiang1",
7521,"閶",6,100,"chang1",
7522,"鯕",6,100,"qi2",
7523,"鶕",6,100,"an1",
7524,"麨",6,100,"chao3",
7525,"",6,100,,
7526,"",6,100,,
7527,"脭",6,100,"cheng2",
7528,"鲯",6,100,"qi2",
7529,"鐏",6,100,"zun1",
7530,"魾",6,100,"pi1",
7531,"眎",5,100,"shi4",
7532,"睞",5,100,"lai4",
7533,"窋",5,100,"ku1",
7534,"籠",5,100,"long2",
7535,"綠",5,100,"lv4",
7536,"縡",5,100,"zai4",
7537,"縫",5,100,"feng2",
7538,"肅",5,100,"su4",
7539,"鉏",5,100,"chu2",
7540,"謦",5,100,"qing3",
7541,"麹",5,100,"qu1",
7542,"蔔",5,100,"bo",
7543,"繐",5,100,"sui4",
7544,"眥",5,100,"zi4",
7545,"粺",5,100,"bai4",
7546,"缊",5,100,"wen1",
7547,"艈",5,100,"uu",
7548,"蓇",5,100,"gu1",
7549,"蛣",5,100,"jie2",
7550,"蹾",5,100,"dun1",
7551,"掎",5,100,"ji3","drag"
7552,"哜",5,100,"ji4","sip"
7553,"鄦",5,100,"xu3",
7554,"陞",5,100,"sheng1",
7555,"韰",5,100,"xie4",
7556,"飖",5,100,"yao2",
7557,"镲",5,100,"cha3",
7558,"麃",5,100,"biao1",
7559,"禑",5,100,"wu2",
7560,"筰",5,100,"zuo2",
7561,"聠",5,100,"ping2",
7562,"茷",5,100,"pei4",
7563,"螀",5,100,"jiang1",
7564,"袞",5,100,"gun3",
7565,"褧",5,100,"jiong3",
7566,"賮",5,100,"jin4",
7567,"赗",5,100,"feng4",
7568,"踡",5,100,"juan3",
7569,"揞",5,100,"an3",
7570,"遝",5,100,"ta4",
7571,"酂",5,100,"zan4",
7572,"酇",5,100,"zan4",
7573,"醜",5,100,"chou3",
7574,"檑",5,100,"lei2","logs rolled down in defense of city"
7575,"雮",5,100,"mu4",
7576,"氍",5,100,"qu2","woolen rug"
7577,"腙",5,100,"zong1",
7578,"飩",5,100,"tun2",
7579,"痖",5,100,"ya3",
7580,"髣",5,100,"fang3",
7581,"髳",5,100,"mao2",
7582,"酎",5,100,"zhou4","strong wine"
7583,"鲒",5,100,"jie2","oyster"
7584,"鲪",5,100,01-Jun,
7585,"鹯",5,100,"zhan1",
7586,"麜",5,100,"li4",
7587,"齸",5,100,"yi4",
7588,"齻",5,100,"dian1",
7589,"粩",5,100,"lao1",
7590,"詣",5,100,"yi4",
7591,"隄",5,100,"di1",
7592,"簰",5,100,"pai2",
7593,"蒾",5,100,"mi2",
7594,"蓏",5,100,"luo3",
7595,"薳",5,100,"wei3",
7596,"藛",5,100,"xie3",
7597,"蚢",5,100,"hang2",
7598,"蓠",5,100,"li2","Gracilaria confervoides"
7599,"蓰",5,100,"xi3","(grass)/increase five fold"
7600,"遡",5,100,"su4",
7601,"郋",5,100,"xi2",
7602,"鄜",5,100,"fu1",
7603,"錞",5,100,"dui4",
7604,"靣",5,100,"mian4",
7605,"鸂",5,100,"xi1",
7606,"麐",5,100,"lin2",
7607,"麚",5,100,"jia1",
7608,"齧",5,100,"nie4",
7609,"",5,100,,
7610,"睊",5,100,"juan4",
7611,"砢",5,100,"luo3",
7612,"碻",5,100,"qiao1",
7613,"絃",5,100,"xuan4",
7614,"茝",5,100,"zhi3",
7615,"菴",5,100,"yan3",
7616,"袥",5,100,"tuo1",
7617,"襍",5,100,"za2",
7618,"覗",5,100,"si4",
7619,"詩",5,100,"shi1",
7620,"諥",5,100,"zhong4",
7621,"跂",5,100,"qi2",
7622,"辵",5,100,"chuo4",
7623,"邅",5,100,"zhan1",
7624,"醨",5,100,"li2",
7625,"頍",5,100,"kui3",
7626,"疰",5,100,"zhu4",
7627,"觜",5,100,"zi1/zui3","(zodiacal sign), mouth"
7628,"鴿",5,100,"ge1",
7629,"笭",5,100,"ling2",
7630,"糷",5,100,"lan4",
7631,"纘",5,100,"zuan3",
7632,"翉",5,100,"ben3",
7633,"胵",5,100,"zhi4",
7634,"芖",5,100,"zhi4",
7635,"蔣",5,100,"jiang3",
7636,"蔦",5,100,"niao3",
7637,"蛚",5,100,"lie4",
7638,"蛯",5,100,"lao3",
7639,"蜏",5,100,"you3",
7640,"讞",5,100,"yan4",
7641,"賲",5,100,"bao3",
7642,"钃",5,100,"zhu2",
7643,"餈",5,100,"ci2",
7644,"馧",5,100,"wo4",
7645,"麤",5,100,"cu1",
7646,"鼶",5,100,"si1",
7647,"禱",5,100,"dao3",
7648,"臓",5,100,"zang4",
7649,"鈍",5,100,"dun4",
7650,"錫",5,100,"xi1",
7651,"紛",5,100,"fen1",
7652,"遙",5,100,"yao2",
7653,"螣",5,100,"te4",
7654,"铽",5,100,"te4","terbium"
7655,"竝",5,100,"bing4",
7656,"粊",5,100,"bi3",
7657,"紗",5,100,"sha1",
7658,"紮",5,100,"za1",
7659,"絺",5,100,"zhi3",
7660,"絿",5,100,"qiu2",
7661,"緯",5,100,"wei3",
7662,"脦",5,100,"te4",
7663,"臇",5,100,"juan3",
7664,"臋",5,100,"tun2",
7665,"葍",5,100,"fu2",
7666,"葞",5,100,"mi3",
7667,"葯",5,100,"yao4",
7668,"葻",5,100,"lan2",
7669,"藙",5,100,"yi4",
7670,"蜔",5,100,"dian4",
7671,"螕",5,100,"bi1",
7672,"蟻",5,100,"yi3",
7673,"襲",5,100,"xi2",
7674,"觼",5,100,"jue2",
7675,"觿",5,100,"wei2",
7676,"詼",5,100,"hui1",
7677,"諝",5,100,"xu1",
7678,"貨",5,100,"huo4",
7679,"賀",5,100,"he4",
7680,"趧",5,100,"ti2",
7681,"跉",5,100,"ling2",
7682,"躍",5,100,"yue4",
7683,"軒",5,100,"xuan1",
7684,"輪",5,100,"lun2",
7685,"邉",5,100,"bian1",
7686,"鄶",5,100,"kuai4",
7687,"酁",5,100,"chan2",
7688,"釀",5,100,"niang4",
7689,"鈾",5,100,"you2",
7690,"鈿",5,100,"dian4",
7691,"鍊",5,100,"lian4",
7692,"闀",5,100,"hong4",
7693,"闄",5,100,"yao3",
7694,"腽",5,100,"wa4","castor"
7695,"霧",5,100,"wu4",
7696,"韌",5,100,"ren4",
7697,"頎",5,100,"ken3",
7698,"額",5,100,"e2",
7699,"顫",5,100,"chan4",
7700,"顬",5,100,"ru2",
7701,"髿",5,100,"suo1",
7702,"鴣",5,100,"gu1",
7703,"鶝",5,100,"bi4",
7704,"鷣",5,100,"yin2",
7705,"齋",5,100,"zhai1",
7706,"鋊",5,100,"yu4",
7707,"隤",5,100,"tui2",
7708,"艦",5,100,"jian4",
7709,"譟",5,100,"zao4",
7710,"蒉",5,100,"kui4","(surname)/Amaranthus mangostanus"
7711,"磜",5,100,"qi4",
7712,"綼",5,100,"bi4",
7713,"輋",5,100,"she1",
7714,"頨",5,100,"yu3",
7715,"閗",5,100,"dou4",
7716,"鮍",5,100,"pi1",
7717,"鯡",5,100,"fei1",
7718,"鲹",5,100,"shen1",
7719,"禣",4,100,"fu4",
7720,"粏",4,100,"tai4",
7721,"綿",4,100,"mian2",
7722,"臐",4,100,"xun1",
7723,"迏",4,100,"da2",
7724,"鋾",4,100,"tao2",
7725,"鐇",4,100,"fan2",
7726,"铻",4,100,"wu2",
7727,"鮼",4,100,"qin1",
7728,"鼈",4,100,"bie1",
7729,"込",4,100,"ru4",
7730,"篰",4,100,"bu4",
7731,"痄",4,100,"zha4","mumps"
7732,"睄",4,100,"qiao2",
7733,"磡",4,100,"kan4",
7734,"窔",4,100,"yao4",
7735,"筊",4,100,"jiao3",
7736,"羺",4,100,"nou2",
7737,"腪",4,100,"yun4",
7738,"臢",4,100,"za1",
7739,"荄",4,100,"gai1",
7740,"蓡",4,100,"shen1",
7741,"蝀",4,100,"dong1",
7742,"詥",4,100,"ge2",
7743,"豀",4,100,"xi1",
7744,"苠",4,100,"min2","multitude/skin of bamboo"
7745,"郞",4,100,"lang2",
7746,"骒",4,100,"ke4","mother horse"
7747,"戤",4,100,"gai4","infringe upon a trade mark"
7748,"铞",4,100,"diao4",
7749,"耢",4,100,"lao4",
7750,"麯",4,100,"qu1",
7751,"秱",4,100,"tong2",
7752,"筼",4,100,"yun2",
7753,"綈",4,100,"ti2",
7754,"翬",4,100,"hui1",
7755,"脧",4,100,"juan1",
7756,"茣",4,100,"wu2",
7757,"菒",4,100,"gao3",
7758,"蓯",4,100,"zong3",
7759,"蕝",4,100,"jue2",
7760,"詝",4,100,"zhu3",
7761,"謱",4,100,"lou2",
7762,"冁",4,100,"chan3","smilingly"
7763,"踧",4,100,"di2",
7764,"茚",4,100,"yin4",
7765,"辌",4,100,"liang2",
7766,"辒",4,100,"wen1",
7767,"郪",4,100,"qi1",
7768,"鄘",4,100,"yong1",
7769,"鄠",4,100,"hu4",
7770,"帱",4,100,"chou2/dao4","canopy/curtain, canopy"
7771,"鈇",4,100,"fu1",
7772,"缲",4,100,"qiao1",
7773,"雚",4,100,"guan4",
7774,"雟",4,100,"gui1",
7775,"韺",4,100,"ying1",
7776,"頵",4,100,"yun1",
7777,"顝",4,100,"kua3",
7778,"镘",4,100,"man4","side of coin without words/trowel"
7779,"鬋",4,100,"jian3",
7780,"酾",4,100,"shai1",
7781,"鳣",4,100,"zhan1",
7782,"鴦",4,100,"yang1",
7783,"麀",4,100,"you1",
7784,"麉",4,100,"jian1",
7785,"麊",4,100,"mi2",
7786,"麣",4,100,"yan2",
7787,"藬",4,100,"tui1",
7788,"鏘",4,100,"qiang1",
7789,"鞚",4,100,"kong4",
7790,"飔",4,100,"si1",
7791,"鴃",4,100,"gui1",
7792,"齏",4,100,"ji1",
7793,"礄",4,100,"qiao2",
7794,"誥",4,100,"gao4",
7795,"醲",4,100,"nong2",
7796,"毳",4,100,"cui4","crisp/brittle/fine animal hair"
7797,"築",4,100,"zhu4",
7798,"絫",4,100,"lei3",
7799,"脺",4,100,"cui4",
7800,"苧",4,100,"zhu4",
7801,"蚘",4,100,"you2",
7802,"蝺",4,100,"yu3",
7803,"蠶",4,100,"can2",
7804,"裀",4,100,"yin1",
7805,"詧",4,100,"qie4",
7806,"貍",4,100,"mai2",
7807,"踘",4,100,"ju1",
7808,"蹷",4,100,"jue2",
7809,"蟓",4,100,"xiang4",
7810,"盦",4,100,"an1",
7811,"瞆",4,100,"gui4",
7812,"矰",4,100,"zeng1",
7813,"磥",4,100,"lei2",
7814,"祮",4,100,"gao4",
7815,"稛",4,100,"kun3",
7816,"箾",4,100,"xiao1",
7817,"翂",4,100,"fen1",
7818,"胊",4,100,"qu2",
7819,"蓺",4,100,"yi4",
7820,"薾",4,100,"er3",
7821,"襱",4,100,"long2",
7822,"覅",4,100,"fiao",
7823,"讏",4,100,"wei4",
7824,"跅",4,100,"tuo4",
7825,"踆",4,100,"qun1",
7826,"蹔",4,100,"zan4",
7827,"軐",4,100,"xian4",
7828,"轪",4,100,"dai4",
7829,"鄤",4,100,"wan4",
7830,"醰",4,100,"tan2",
7831,"鑟",4,100,"du2",
7832,"铔",4,100,"ya1",
7833,"閛",4,100,"peng1",
7834,"陙",4,100,"chun2",
7835,"霳",4,100,"long2",
7836,"顑",4,100,"yan4",
7837,"镤",4,100,"pu2","protoactinium"
7838,"鵲",4,100,"que4",
7839,"竚",4,100,"zhu4",
7840,"紩",4,100,"zhi4",
7841,"聦",4,100,"cong1",
7842,"餅",4,100,"bing3",
7843,"鶄",4,100,"qing1",
7844,"競",4,100,"jing4",
7845,"簷",4,100,"yan2",
7846,"糵",4,100,"nie4",
7847,"紖",4,100,"zhen4",
7848,"訪",4,100,"fang3",
7849,"豎",4,100,"shu4",
7850,"趦",4,100,"zi1",
7851,"隸",4,100,"li4",
7852,"禠",4,100,"si1",
7853,"籓",4,100,"ban1",
7854,"镥",4,100,"lu3",
7855,"盜",4,100,"dao4",
7856,"矝",4,100,"qin2",
7857,"笖",4,100,"yi3",
7858,"笧",4,100,"shan4",
7859,"簢",4,100,"min3",
7860,"簻",4,100,"ke1",
7861,"籌",4,100,"chou2",
7862,"粍",4,100,"zhe2",
7863,"綍",4,100,"fu2",
7864,"縕",4,100,"wen1",
7865,"罋",4,100,"weng4",
7866,"罷",4,100,"ba4",
7867,"翜",4,100,"sha4",
7868,"膰",4,100,"pan2",
7869,"膲",4,100,"jiao1",
7870,"菂",4,100,"di4",
7871,"葦",4,100,"wei3",
7872,"薢",4,100,"xie4",
7873,"藷",4,100,"zhu1",
7874,"螞",4,100,"ma3",
7875,"蠻",4,100,"man2",
7876,"袀",4,100,01-Jun,
7877,"袐",4,100,"bi4",
7878,"覍",4,100,"bian4",
7879,"訌",4,100,"hong4",
7880,"訛",4,100,"e2",
7881,"詿",4,100,"gua4",
7882,"諄",4,100,"zhun1",
7883,"譜",4,100,"pu3",
7884,"豈",4,100,"qi3",
7885,"賢",4,100,"xian2",
7886,"賹",4,100,"ai4",
7887,"遷",4,100,"qian1",
7888,"釛",4,100,"ba2",
7889,"鈣",4,100,"gai4",
7890,"鈱",4,100,"min2",
7891,"鈶",4,100,"ci2",
7892,"鍛",4,100,"duan4",
7893,"鍦",4,100,"shi1",
7894,"鐵",4,100,"tie3",
7895,"閯",4,100,"sha4",
7896,"閺",4,100,"wen2",
7897,"閻",4,100,"yan2",
7898,"隂",4,100,"yin4",
7899,"頌",4,100,"song4",
7900,"頰",4,100,"jia2",
7901,"顆",4,100,"ke1",
7902,"顪",4,100,"hui4",
7903,"飼",4,100,"si4",
7904,"駕",4,100,"jia4",
7905,"駝",4,100,"tuo2",
7906,"驌",4,100,"su4",
7907,"驘",4,100,"luo2",
7908,"鰠",4,100,"sao1",
7909,"鰹",4,100,"jian1",
7910,"鲗",4,100,"zei2",
7911,"鶒",4,100,"chi4",
7912,"鶗",4,100,"ti2",
